id,tea_bush_density,fertilizer,pesticide,sunlight_hours,humidity,max_temperature,min_temperature,avg_temperature,rainfall,monthly_rainfall,tea_quality,shoot_length,bud_density,tea_yield
8758,1500,126.8,3.15,1133,67.7,26.4,19.4,22.9,2276,189.7,0.212,14,292,154.9
8759,2000,115.8,0.97,1473,72.4,25.7,13.3,19.5,1907,158.9,0.325,8.9,108,188.5
8760,1000,90.6,1.79,2397,86.3,33.4,16.7,25,1677,139.8,0.232,12.3,306,132.7
8761,2000,74.1,3.62,2293,70.8,25.3,13.6,19.4,1095,91.2,0.16,8.4,166,171
8762,2000,96.7,0.08,2006,77.1,31.9,18.9,25.4,2106,175.5,0.346,7.1,342,172.1
8763,2500,126.3,3.21,1109,79.8,34.3,11.1,22.7,2066,172.2,0.202,14.5,203,220.9
8764,1500,58.7,3.83,1911,68.9,29.1,19,24,1354,112.8,0.199,7.2,426,126.7
8765,2500,73.1,1.67,1018,77.5,25.7,16.3,21,2094,174.5,0.337,11.2,373,215.2
8766,2500,192.1,0.38,1992,61.5,27.2,19.6,23.4,1347,112.2,0.244,8.4,324,223
8767,1500,131.4,4.1,2097,74.4,34.5,15,24.8,2013,167.8,0.185,14.3,355,138.8
8768,2000,59.5,0.71,1746,71.4,29.7,14.9,22.3,1221,101.8,0.257,13.2,500,166
8769,1500,154,1.85,1006,70.7,30.4,13.6,22,2368,197.3,0.278,7.6,260,174.1
8770,1500,59.3,3.54,2000,67,26.6,13.3,20,1597,133.1,0.177,9.1,239,149.3
8771,1500,160.8,4.08,2230,84.5,34.2,11.2,22.7,1904,158.7,0.113,10.4,324,161.7
8772,2000,162.5,4.31,1879,86.5,30.2,13.3,21.8,1310,109.2,0.208,5.4,129,206.2
8773,2000,147.7,2.65,2064,86.6,30.3,16.1,23.2,2278,189.8,0.195,8.1,129,199
8774,3000,159.8,2.38,1135,71.9,30.8,10.8,20.8,2452,204.3,0.273,11.6,344,246.9
8775,1500,63.2,4.24,2073,67.8,32.7,11.9,22.3,1458,121.5,0.128,5.7,391,137.7
8776,3000,159,2.82,1921,63,27,18.6,22.8,1307,108.9,0.113,8,399,232.5
8777,1500,70.5,2.89,1497,80.2,34.4,10.9,22.6,1805,150.4,0.195,11.6,370,146.1
8778,2500,100.9,2.17,2028,69.9,26.8,12.4,19.6,2437,203.1,0.268,7.3,400,203.3
8779,2000,191.4,1.86,1968,68.3,27,10,18.5,2145,178.8,0.232,7.3,244,227.3
8780,1500,125.4,2.4,1899,71.1,25.1,17.2,21.2,2476,206.3,0.177,7,409,135.3
8781,2500,195.1,1.82,1274,76.6,25.2,18.5,21.8,2313,192.8,0.284,13,189,217.2
8782,2000,63.3,1.72,1444,64.9,29.3,18.8,24,2030,169.2,0.239,12.7,227,156.5
8783,2000,121.6,4.97,2487,88.8,26.8,19,22.9,1277,106.4,0.1,12.2,114,191.4
8784,2000,59.4,1.68,1650,82,27.1,14,20.6,2321,193.4,0.198,13.2,454,172.4
8785,2000,144.5,1.28,1089,61.4,34.9,15.6,25.2,1909,159.1,0.345,6.3,376,190
8786,2000,61.8,1.77,2349,69.2,34.3,16.8,25.5,1677,139.8,0.33,11.8,470,138.5
8787,2500,76.3,2.95,1259,61.5,28.2,19.1,23.6,1751,145.9,0.167,9.9,229,200.1
8788,1000,88.8,4.55,1605,66.9,28.4,18,23.2,2446,203.8,0.1,8.1,451,109.9
8789,2000,162.3,3.94,1417,68.6,27.9,14.9,21.4,1017,84.8,0.26,8.8,323,161.8
8790,2500,74.6,4.21,2446,81.5,33.8,15.1,24.4,2125,177.1,0.15,10.1,420,214
8791,1000,177,4.3,1567,81.6,26,13.4,19.7,2143,178.6,0.1,9.1,308,165.1
8792,1500,69.8,4.6,2063,61.4,30.8,10.1,20.4,1143,95.2,0.117,6.5,108,149.1
8793,2500,55.3,1.18,1898,77.6,26.9,11.4,19.2,2449,204.1,0.289,10.7,298,199
8794,2000,109.3,2.29,1064,88.8,32.6,13.3,23,1743,145.2,0.294,5.5,405,160.2
8795,2000,196.9,1.93,1576,78.9,31.3,16.1,23.7,2073,172.8,0.365,7.4,488,185
8796,1500,66.6,1.91,1585,88.8,28.9,17.1,23,1640,136.7,0.252,12.7,346,133.2
8797,2000,65.3,3.26,2485,71.4,26,18.9,22.4,1475,122.9,0.212,7.9,383,170.6
8798,1500,162.7,2.01,2218,73.8,32.7,15.5,24.1,1855,154.6,0.22,14.4,463,143.6
8799,2000,96.8,3.08,2285,74.9,25.8,13.9,19.8,2338,194.8,0.128,13.4,408,187
8800,2500,157.6,1.91,1470,87.7,27.7,16.9,22.3,1960,163.3,0.258,8.8,434,220
8801,1500,80,1.56,1494,71.4,27.5,13.9,20.7,1980,165,0.17,14,389,146.2
8802,2000,119,1.77,1773,89.5,30.8,11.1,21,1475,122.9,0.388,6.7,316,181
8803,3000,89.8,4.02,1947,76.3,30.1,10,20,1351,112.6,0.193,7,383,243.4
8804,2000,117.7,3.01,2092,66.5,27.8,17.1,22.5,1942,161.8,0.205,13.4,155,192.7
8805,2500,165.4,4.87,2231,63.1,29.3,19,24.2,1219,101.6,0.1,13.2,144,230.7
8806,2000,164.3,4.16,2310,65.2,29.4,16.8,23.1,1670,139.2,0.135,12.5,256,202.9
8807,2500,127.4,2.43,1037,61.2,30.7,10.3,20.5,1375,114.6,0.142,12.9,152,206.5
8808,1000,189.3,1.21,2194,80.8,34,12.2,23.1,2059,171.6,0.325,10.6,264,156.7
8809,1500,89.6,3.37,1916,75.5,26.4,19.5,23,1803,150.2,0.235,5.8,462,163.4
8810,1500,86,3.63,1798,82.1,30.6,17.1,23.8,1150,95.8,0.165,13.9,414,153.7
8811,2000,142.1,2.32,1943,83.5,25.2,17.4,21.3,1840,153.3,0.149,6.3,211,152.9
8812,2500,143.2,1.15,2323,87.9,32,18.1,25,1902,158.5,0.215,6.7,472,190
8813,2000,57,2.79,1818,63.5,31.4,19.1,25.2,1436,119.7,0.114,12.9,128,182.4
8814,2000,141.2,1.27,1243,65.6,31.9,14.4,23.2,1496,124.7,0.234,5.5,306,152.2
8815,2500,106.2,4.7,1655,76.4,29.7,14.3,22,2312,192.7,0.1,9.9,165,187.8
8816,2000,162.1,3.14,2387,63.9,26.9,10.2,18.5,1168,97.3,0.148,7.7,234,168.7
8817,2000,171.2,1.46,2222,62.8,29.5,19.4,24.4,2452,204.3,0.339,8.4,252,156.9
8818,2000,132.8,1.08,1305,80,25.2,11.3,18.2,1321,110.1,0.259,8.9,271,186
8819,2000,50.3,3.58,2071,81.7,28.8,14.5,21.6,1363,113.6,0.132,6.7,375,170.5
8820,1000,145.5,3.54,1384,85.3,33.4,16,24.7,1587,132.2,0.176,13.1,365,125.3
8821,3000,162.3,2.99,1523,87.5,28.4,19.9,24.2,2422,201.8,0.234,7.9,313,257.3
8822,1500,87.3,3.07,1703,73.3,30.9,14,22.4,2344,195.3,0.246,9.1,207,119.1
8823,1000,119.7,3.02,1661,89.4,27.6,16.7,22.2,2120,176.7,0.293,5.8,243,121.6
8824,2500,194.9,1.8,1044,61.1,26.3,19.5,22.9,2192,182.7,0.212,6,176,208.4
8825,2000,94.7,4.69,2161,86.1,30.2,15.7,23,1783,148.6,0.104,11,126,201.3
8826,2000,83.5,2.4,2270,69.6,25.4,15.3,20.4,2357,196.4,0.122,9.2,241,174.4
8827,2000,81.6,0.1,1796,87.7,34,15.7,24.8,1191,99.2,0.283,9.9,327,177
8828,2000,133.8,1.74,1259,66.7,32.8,18.2,25.5,1813,151.1,0.238,11,310,179
8829,1500,192.5,0.65,1372,82.2,35,10.4,22.7,2232,186,0.278,13.5,359,158
8830,2000,141.3,1.82,1190,72.8,34.9,17.6,26.2,1855,154.6,0.209,7.4,210,192.3
8831,2000,95.5,3.04,1254,71.4,32.3,11.7,22,2222,185.2,0.142,5.4,286,185.1
8832,2500,145.8,0.11,2315,61.8,32.8,17.7,25.2,1251,104.2,0.372,10,486,237.2
8833,2000,143.7,4.35,1720,81.2,30.3,18,24.2,1058,88.2,0.1,10.7,240,159.2
8834,3000,139.5,3.05,1167,65.3,27.2,16.3,21.8,1838,153.2,0.26,5.4,275,214
8835,1000,73.9,1.48,1382,73.9,33.1,14.4,23.8,2046,170.5,0.214,6.3,134,109.5
8836,2000,145.2,1.56,2424,64.2,27.7,17.3,22.5,1834,152.8,0.336,13.8,156,207.7
8837,2000,114.5,2.33,1764,78.1,31.5,10.2,20.8,1546,128.8,0.158,5.1,357,166.6
8838,3000,52.8,1.24,1773,66.9,32.3,16.5,24.4,2084,173.7,0.213,13,481,235.4
8839,1000,131,0.02,1788,77.8,30.6,12.3,21.5,2395,199.6,0.355,12,473,109.4
8840,2000,198.4,0.13,1167,88.4,31.6,16.6,24.1,1855,154.6,0.341,14.5,323,198.9
8841,2500,102.5,1.79,2455,87.6,27.9,11.4,19.6,1256,104.7,0.298,7.3,294,202.7
8842,1500,194.8,0.62,1127,66,32.6,11.8,22.2,1782,148.5,0.259,7.2,488,150
8843,2500,64.4,0.11,2050,63,34.4,14.5,24.4,2126,177.2,0.314,10.3,322,200
8844,1000,159.9,4.3,1087,61.3,29.8,15.3,22.6,1297,108.1,0.117,9.8,473,129.1
8845,2500,67.1,1.37,1665,84.9,26.2,14.2,20.2,1665,138.8,0.306,11.6,429,203.6
8846,3000,91,2.52,2350,67.5,31.2,16.1,23.6,2003,166.9,0.237,11.9,307,235.4
8847,2000,135.6,0.9,2153,68.5,28.4,10.5,19.4,1118,93.2,0.332,5.6,192,178
8848,2000,138.9,0.23,1502,66.8,29.2,11.9,20.6,1307,108.9,0.39,10.9,305,183
8849,1000,166.3,3.72,1827,85.2,26.5,10,18.2,2082,173.5,0.157,11.8,393,161
8850,3000,142.3,0.62,1248,89.4,31.3,15.7,23.5,1469,122.4,0.392,9.1,395,220.8
8851,2000,139,0.13,2434,82.7,32.9,16.9,24.9,1140,95,0.331,13.9,439,176.7
8852,1000,186.9,2.94,2063,84.7,32.7,14.8,23.8,2118,176.5,0.208,9.6,288,150
8853,2000,117.8,0.07,1561,78.6,34.9,14.6,24.8,1313,109.4,0.358,12.7,300,184.8
8854,2000,83.8,2.18,1477,75.9,27.1,14.3,20.7,1154,96.2,0.235,6,113,143.2
8855,1500,74.3,1.44,1358,81.6,34.1,13.4,23.8,1936,161.3,0.311,14.4,270,135.4
8856,1500,110,1.6,2180,61.1,32.3,15.9,24.1,2365,197.1,0.275,9.8,425,145.9
8857,1000,156.9,0.02,1652,61.8,32.1,10.1,21.1,1716,143,0.261,6.9,345,155.4
8858,2000,56.4,4.82,1495,80.6,31.8,16,23.9,1335,111.2,0.1,6.1,114,167.5
8859,2000,69.4,2.58,2358,70.1,30.4,14.9,22.6,1873,156.1,0.228,10,205,146
8860,2000,65.9,2.86,1225,74.7,28.8,16.3,22.6,1953,162.8,0.157,6.9,368,184.3
8861,2500,137.8,3.33,1396,83.5,34.4,18.5,26.4,2407,200.6,0.206,7.4,377,220.7
8862,2500,86.4,3.99,1517,77.3,26.5,18.3,22.4,2452,204.3,0.1,5.5,380,182.9
8863,2000,74.9,3.04,1390,84.2,26.8,18.1,22.5,1514,126.2,0.19,14.2,253,179.1
8864,1000,138.9,3.81,1878,72.6,25.2,14.1,19.6,2104,175.3,0.116,9,338,130.7
8865,2000,164.2,2.24,1902,68.6,32.4,13.9,23.2,2292,191,0.254,13,316,199
8866,2000,99.8,1.86,1082,67,33.9,12.1,23,1956,163,0.188,13,442,201.2
8867,2000,136.7,4.12,1217,64,26.9,10.3,18.6,2277,189.8,0.16,12.5,154,184.1
8868,2000,64.7,4.33,1298,61.1,25.3,15.1,20.2,1783,148.6,0.173,13.1,177,142.7
8869,2000,190.3,0.69,1105,61.6,27.4,19.7,23.5,1899,158.2,0.325,5.2,464,178.6
8870,3000,100.5,2.71,1187,68.1,33.8,17.5,25.6,1151,95.9,0.217,12.1,221,217.9
8871,1500,199.6,3.42,1359,68.4,25.2,15.5,20.4,1573,131.1,0.216,12.9,412,168
8872,2000,196.8,0.42,1518,71.5,26,13,19.5,1021,85.1,0.359,8.8,464,181.4
8873,1000,166.8,4.65,2187,77.7,25.2,11.2,18.2,2119,176.6,0.1,10.2,289,138.5
8874,3000,53,2.6,1327,82.8,34.4,12.6,23.5,1602,133.5,0.27,13.2,256,195.4
8875,1500,131.5,3.23,2005,65.9,26.4,15.3,20.8,2348,195.7,0.255,14.2,252,149.3
8876,1000,63,0.89,1087,82.8,34,16.2,25.1,1156,96.3,0.329,9.2,304,112.3
8877,2000,184.3,1.32,1987,64.2,29.7,13.7,21.7,1033,86.1,0.2,8.3,231,201.7
8878,2000,168.4,0.61,2192,89.7,28.9,11,20,1563,130.2,0.257,6.9,453,161.4
8879,1500,195.9,1.32,1907,68.6,29.3,12.6,21,2460,205,0.164,7.3,292,153.1
8880,2000,141.3,2.46,1302,85.1,29.2,12.6,20.9,2455,204.6,0.279,8.2,110,178.7
8881,2000,128.3,4.17,1496,65.7,28.4,15.4,21.9,2019,168.2,0.195,5.3,230,167.6
8882,1000,127.8,2.67,2208,88.5,33.1,11,22,1380,115,0.237,13.3,232,133.4
8883,2000,108,1.22,1648,84.8,30.1,12.9,21.5,1721,143.4,0.326,13.7,405,199.4
8884,2500,120.3,0.22,1383,70.8,34.9,13.4,24.2,2464,205.3,0.316,6.1,417,185.5
8885,2000,145.3,3.11,2399,72.6,30.2,15.3,22.8,2198,183.2,0.214,13.2,445,165
8886,2500,189.9,2.1,1956,60.1,33.2,13,23.1,2002,166.8,0.229,11.2,468,217.7
8887,2000,139.4,4.92,2209,67.5,32.5,11.5,22,2393,199.4,0.108,7.9,430,174.6
8888,2000,178.6,3.9,1037,68.7,29,10.3,19.6,2042,170.2,0.157,6.8,213,188.2
8889,1000,179.4,4.04,1509,73.6,32.9,11.7,22.3,1443,120.2,0.173,13.5,248,155.7
8890,1500,127.8,0.06,1688,64.2,26.5,18.2,22.4,1844,153.7,0.289,13.5,326,165.9
8891,2500,102.1,3.89,1881,74.4,27,13.5,20.2,1401,116.8,0.1,10,127,187.1
8892,3000,145.9,0.97,1285,80.1,31.2,15.4,23.3,1850,154.2,0.369,14.5,405,227.3
8893,2000,116.9,2.93,1747,71.1,32.1,14.9,23.5,2443,203.6,0.25,10.8,291,157.9
8894,1000,62.2,2.24,2028,67,31.4,12.8,22.1,1759,146.6,0.259,9.7,470,91.2
8895,1500,106.7,2.86,1519,76.4,30.1,18.4,24.2,1759,146.6,0.204,6.9,383,123.5
8896,2000,199.1,0.67,2037,60.9,26.4,19.4,22.9,1425,118.8,0.251,6.6,385,166.4
8897,2000,57.3,2.28,1584,70.2,28.7,12.1,20.4,1338,111.5,0.248,7.2,173,156.1
8898,1000,154.5,0.18,1704,75.8,31,18.1,24.6,1164,97,0.287,14.1,483,137.6
8899,3000,176.2,0.2,1201,70.1,27.3,17.6,22.5,1992,166,0.383,7.3,489,243.7
8900,2000,147.3,3.29,1977,70.4,31.4,18.4,24.9,1849,154.1,0.113,14.1,336,183.1
8901,3000,135.5,4.76,1336,85.4,27.3,14.1,20.7,1772,147.7,0.11,12.6,181,238.7
8902,2500,156.1,3.89,2243,88,26,16.9,21.4,2405,200.4,0.189,10.2,133,186.2
8903,2500,114.4,2.35,1830,84.8,28.2,11.9,20,1963,163.6,0.252,8.9,411,210.4
8904,2000,63.7,0.28,1840,63,27.7,19.7,23.7,1540,128.3,0.37,7,353,174.3
8905,2000,194.4,0.23,2369,68.7,33.1,17.2,25.2,1386,115.5,0.28,11.4,163,208.8
8906,2000,114.8,0.79,1251,81.3,29.8,10.8,20.3,1715,142.9,0.336,14.7,422,176.2
8907,2000,149.8,4.88,1795,89.2,25.6,18.8,22.2,1485,123.8,0.1,13.9,170,186.6
8908,2000,129.7,1.99,1573,67.3,33.2,19.6,26.4,1508,125.7,0.246,7.9,176,189.3
8909,3000,58.2,4.22,2449,86.9,27.7,13.3,20.5,2036,169.7,0.1,14.8,327,188.7
8910,2500,192.9,3.53,2189,82.2,30.7,15.4,23,1435,119.6,0.222,13,300,222.3
8911,2500,168.9,3.03,2136,89.5,30.4,19.9,25.2,1023,85.2,0.146,11.8,350,203.1
8912,2500,72.4,4.74,1306,62.8,34.7,14.5,24.6,1527,127.2,0.115,6,310,187
8913,1500,197.2,1.15,1356,71.8,27.5,16.7,22.1,2398,199.8,0.353,12.9,433,162.2
8914,1000,160.5,2.27,1044,74.3,26.5,14.5,20.5,1988,165.7,0.34,6.1,102,138.1
8915,2000,120.8,4.32,1958,80.2,27.6,10.8,19.2,1774,147.8,0.168,10,257,194.3
8916,2000,141.7,2.76,1556,79.6,30.8,15.1,23,1662,138.5,0.235,12.8,428,192.7
8917,2500,66,1.23,1468,87.2,27.2,18.3,22.8,2269,189.1,0.332,6.3,319,209.9
8918,2000,134.1,1.04,1956,85.2,28.4,10.4,19.4,1186,98.8,0.27,14,495,176.8
8919,2000,61,3.76,2243,61.7,31.6,14.4,23,1463,121.9,0.147,14.2,492,199.4
8920,2000,131.7,0.06,1200,74.6,26.2,18.2,22.2,1851,154.2,0.383,11.3,484,203.2
8921,1000,132.9,4.57,2378,72.2,34.5,13.5,24,1998,166.5,0.103,12.2,492,135.9
8922,2000,181.2,0.09,1051,89.9,30.3,19.8,25,1478,123.2,0.251,9.2,315,182.4
8923,2500,158.8,3.15,1143,72.8,29.8,13.8,21.8,2208,184,0.247,8.6,301,204.1
8924,1500,87.4,3.02,2257,80.5,28.6,17.8,23.2,1479,123.2,0.229,12.8,306,123.5
8925,2000,183.3,2.89,1739,68.5,27.5,12.5,20,1048,87.3,0.135,6.6,103,187.1
8926,2000,136,2.37,2409,78.4,29.8,13.3,21.6,1764,147,0.168,10.7,186,179.8
8927,1500,141,4.26,1692,66.2,29.9,17.2,23.5,2493,207.8,0.144,10,174,170.9
8928,1500,75.3,3.3,2389,78.1,25.6,10.6,18.1,1497,124.8,0.359,12.5,153,119.3
8929,3000,178.7,3.91,1359,86,33.5,10.9,22.2,1474,122.8,0.155,13.5,199,253.9
8930,2000,189.6,0.58,1925,60.6,33.2,12.7,23,1731,144.2,0.278,11.4,495,221.6
8931,1500,166.2,0.25,2492,75.1,29.5,12.5,21,1269,105.8,0.238,14.3,101,167.3
8932,1500,191.1,0.14,1564,89.5,28.4,10.7,19.5,1903,158.6,0.361,9.3,291,155.7
8933,2000,95.3,0.74,1002,64.8,30,19.7,24.8,1632,136,0.334,13.4,434,194.5
8934,2000,179.2,3.34,1096,65.5,27.2,12.9,20,1604,133.7,0.153,6.9,247,187.3
8935,2000,123.3,2.47,2289,74.1,25,17.2,21.1,2053,171.1,0.212,5,223,160.7
8936,1000,74.6,3.76,1738,86.1,28.5,13.9,21.2,1279,106.6,0.144,11.3,282,117.1
8937,2500,150.3,0.96,1805,76.9,25.2,19.9,22.5,2498,208.2,0.248,6.8,423,200.8
8938,2000,152.6,1.83,2199,75.3,25.4,11.4,18.4,1821,151.8,0.203,14.8,209,200.8
8939,2000,93,4.44,2217,62.6,25.3,13.7,19.5,1268,105.7,0.1,5.6,453,168.2
8940,2000,54.1,4.68,1716,88.9,33.8,14.3,24,1124,93.7,0.1,10.6,206,154.7
8941,2000,80,4.61,2287,70.4,26.4,17.2,21.8,2130,177.5,0.131,13.7,253,154
8942,2500,110,4.09,1703,67.6,27.5,15,21.2,1346,112.2,0.1,10.9,257,191.4
8943,3000,75.1,3.44,2013,72.4,29.9,17.5,23.7,2110,175.8,0.192,9.9,364,216.9
8944,2000,79.1,4.57,1050,72.4,30.3,18.4,24.4,2080,173.3,0.1,10,149,179.4
8945,2500,108.7,3.57,1207,73.8,26.2,12.9,19.6,2495,207.9,0.185,6.6,208,178.9
8946,2500,194.3,4.77,2277,80.7,34.1,18,26,1134,94.5,0.1,9.3,149,187.2
8947,3000,164.6,0.12,1470,86,27.3,14.9,21.1,1826,152.2,0.31,14.4,156,246.7
8948,1500,98,4.61,1502,61.7,34.4,10.8,22.6,2045,170.4,0.172,5.4,277,138.9
8949,2000,192.7,2.78,1994,74.7,27.6,13,20.3,1289,107.4,0.1,11.5,347,215.3
8950,1500,146.8,0.56,1889,72.4,25,18,21.5,2167,180.6,0.342,11.5,338,148.5
8951,2500,118.3,1.07,1123,60.3,34.7,13.9,24.3,1777,148.1,0.321,14.3,398,205.4
8952,1000,120.2,4.26,2149,84.5,29.8,10.9,20.4,1560,130,0.118,6.1,360,121.3
8953,2000,111.6,2.53,1926,63.1,33.8,16.4,25.1,1544,128.7,0.139,12,417,170.6
8954,2000,84.9,4.91,2283,63.4,32.3,18.5,25.4,1548,129,0.1,13.4,457,153.5
8955,2000,108,0.59,1803,61.4,26.8,11.3,19,2162,180.2,0.285,6.1,336,198
8956,2000,129.2,2.06,1621,66,33.5,15.4,24.4,2441,203.4,0.289,7.7,486,183.2
8957,2500,129.2,1.66,1557,65.3,25.5,12.1,18.8,1984,165.3,0.299,10.7,201,210.8
8958,2000,164.3,2.58,1007,70.4,30.1,13.4,21.8,1330,110.8,0.21,5.1,403,207
8959,2500,103.8,3.17,1060,79.8,27.5,14.1,20.8,1182,98.5,0.132,6,372,213.5
8960,1500,157.5,3.31,1197,61.6,28.6,10.1,19.4,1126,93.8,0.163,5.5,338,161.6
8961,2000,136.7,0.01,2394,85.8,32.6,13.6,23.1,1847,153.9,0.355,5,148,169.1
8962,2000,194.3,0.44,2321,69.8,31.8,13.1,22.4,2332,194.3,0.313,10.8,255,168.6
8963,1000,107.8,0.18,1746,78.2,29.4,16.7,23,1616,134.7,0.323,10.2,352,141.7
8964,2000,185.2,4.32,1270,60.4,25.5,18.8,22.2,1226,102.2,0.1,9.7,418,199.4
8965,2000,173.1,1.57,1219,71,25.4,11.1,18.2,1667,138.9,0.199,14.7,107,183.7
8966,2000,145.6,1.84,1384,60.1,32,14.8,23.4,2190,182.5,0.233,10.5,187,211.5
8967,2500,148.2,2.25,2363,65,34.5,12.8,23.6,2168,180.7,0.233,14.5,462,183.4
8968,2000,62.7,4.25,1782,73.4,33.5,19.9,26.7,1595,132.9,0.133,11,113,173.4
8969,1000,192.5,0.07,2206,76.1,26.2,17.8,22,1722,143.5,0.337,11.4,151,128
8970,1500,66,0.59,1760,64.6,26.2,11.2,18.7,1947,162.2,0.213,6.1,409,150.8
8971,2000,134.5,3.43,1914,82.4,31.1,13.7,22.4,1768,147.3,0.135,9.2,334,190.1
8972,1500,99.5,4.82,1915,65.7,31.6,11.1,21.4,1365,113.8,0.156,13.4,487,162
8973,1000,114.5,3.21,1047,63.5,31.2,17.9,24.5,2161,180.1,0.213,13.5,468,102.4
8974,2000,141.5,1.31,1668,70,33.9,14.9,24.4,1656,138,0.266,13.3,380,196.6
8975,2000,186.3,2.6,2296,76.5,27.3,16.5,21.9,1515,126.2,0.216,11.3,153,188.8
8976,2000,118.6,4.87,1734,89.7,26.7,15.7,21.2,1422,118.5,0.1,9.6,214,174.5
8977,2500,198.2,2.64,1653,72.6,34.1,11.8,23,2317,193.1,0.158,12.1,253,235.5
8978,2000,138.9,1.87,1790,72.8,32.2,10.1,21.2,1447,120.6,0.213,8.6,176,205.2
8979,2000,74.1,1.92,1571,61.8,32.1,18.7,25.4,2053,171.1,0.225,8.1,462,168.5
8980,2500,78.5,4.84,1773,83,28.4,10.9,19.6,1451,120.9,0.1,12.8,240,184.7
8981,2000,157.4,3.59,1203,65.5,31.3,17.9,24.6,1371,114.2,0.164,8.2,276,168
8982,2000,57.6,3.44,2452,82.3,32.3,11.9,22.1,1627,135.6,0.177,6.7,308,154.8
8983,2000,122.1,1.16,1051,87.3,31,18.5,24.8,2414,201.2,0.303,14.8,492,179.5
8984,1000,72.2,2.8,1725,83,32.4,15.9,24.2,2243,186.9,0.112,10.2,304,109.5
8985,2000,115,1.78,1315,79.3,30.9,14,22.4,1416,118,0.383,7.8,280,192.2
8986,2000,162.5,1.2,1088,78.1,34.8,16.6,25.7,1543,128.6,0.298,9.5,104,193.8
8987,3000,118.8,4.48,1978,73.6,29.9,12.7,21.3,1912,159.3,0.101,6.6,135,234
8988,2500,74.5,1.92,2478,64.3,25.1,14.2,19.6,1641,136.8,0.221,7.9,405,195.1
8989,2000,87.8,1.41,2124,83.4,26.6,18.2,22.4,2308,192.3,0.278,9.4,189,167.1
8990,1500,105.1,4.66,1381,74.3,34.6,10.1,22.4,1823,151.9,0.1,6.9,317,139.6
8991,1500,60.4,0.99,1740,78.8,29.7,12.3,21,2293,191.1,0.258,11.9,143,124.7
8992,2000,137.7,3.73,1075,71.2,26.2,17.4,21.8,1383,115.2,0.149,6.4,453,160.3
8993,2000,141.1,3.26,1798,66,26.6,17.2,21.9,2027,168.9,0.219,13.7,249,179.4
8994,1500,59.3,4.6,1149,84.2,25.3,11.6,18.4,1620,135,0.112,12,137,132.8
8995,2000,110.3,4.16,2192,70.3,27.3,19.8,23.6,1159,96.6,0.14,10.3,167,179.4
8996,1500,112.1,3.53,1085,86,34.9,16.8,25.8,1573,131.1,0.22,13.3,215,142.8
8997,3000,100.1,1.57,1014,89,28.3,13.7,21,1510,125.8,0.311,5.5,178,222
8998,1500,133.7,2.48,2292,84.9,27.5,13.5,20.5,1483,123.6,0.308,11.9,396,154.5
8999,3000,101.9,4.72,2414,63.8,31.7,15.2,23.4,1941,161.8,0.1,6.9,267,217
9000,3000,112.5,0.12,1130,85.7,31.7,10.4,21,1609,134.1,0.296,7.9,380,255.3
9001,2000,169.6,3.97,1418,75.6,34.7,17.1,25.9,1168,97.3,0.1,9,149,198.8
9002,2500,74.3,1.26,2113,67.2,32.3,10.7,21.5,1316,109.7,0.187,10.3,248,186.9
9003,2000,142.9,0.93,1809,62.8,26.1,16.5,21.3,1762,146.8,0.251,12.6,352,170.9
9004,2000,125.8,1.16,2424,68.4,34.9,18,26.4,1775,147.9,0.315,7.2,163,171.6
9005,2000,95.8,0.3,1584,64.1,32.5,19.1,25.8,1055,87.9,0.389,10.8,317,186.5
9006,2000,159.1,4.96,1005,60.8,27.6,11.5,19.6,1263,105.2,0.106,7.7,146,193.4
9007,2000,132.7,4.35,1030,89.6,27.6,17.5,22.6,1986,165.5,0.228,6.5,199,171.3
9008,2000,121.6,2.61,1847,84.9,34.6,19.8,27.2,1531,127.6,0.175,14.1,378,172.8
9009,2000,150.2,3.58,2128,82.2,26.9,10.7,18.8,1502,125.2,0.206,9.7,136,151.3
9010,1500,170.3,2.78,2186,65.8,27.3,10.3,18.8,1070,89.2,0.23,6.9,170,181.3
9011,2000,195.9,4.06,2367,60.8,28.6,12.1,20.4,1582,131.8,0.142,13.2,438,190.6
9012,1000,144.4,4.22,1344,74.6,31.8,12.1,22,1088,90.7,0.124,8.2,477,141.9
9013,1000,181.2,1.16,2108,82.3,29.3,13.2,21.2,1424,118.7,0.274,6.3,499,119.7
9014,1500,50.2,2.3,2241,88.9,28.1,19.2,23.6,1170,97.5,0.274,5.6,410,146.5
9015,1000,129.5,3.17,2254,85.3,27.7,16.8,22.2,2257,188.1,0.215,8.3,343,154.1
9016,1500,82.2,4.89,1617,86.8,26.3,10.1,18.2,1298,108.2,0.119,13.5,253,145.4
9017,2500,64.1,3.41,1939,67.2,30.5,15,22.8,1189,99.1,0.194,9.3,338,203
9018,1000,129.8,4.49,1827,64.7,27.7,18.8,23.2,2274,189.5,0.111,6.7,189,163.3
9019,2000,162,4.23,1896,67.4,28.3,15.3,21.8,1933,161.1,0.168,8,328,180.8
9020,1500,111.8,2.91,1423,64.2,25.1,11.9,18.5,2427,202.2,0.16,6.2,177,160.5
9021,2500,150.5,4.47,2025,84,30.3,19.5,24.9,1940,161.7,0.13,11.8,194,189.4
9022,2000,123.5,1.89,2065,87.1,32,13.1,22.6,2014,167.8,0.253,6.8,427,191.3
